customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
636,Kimberlyn Horrod,26,Female,khorrodhn@whitehouse.gov,Married,4,Retired,465417,Software Engineer,PhD,Owner,538,1862125,102374,National Bank,3,6,No history,Real Estate,Luxury,2627,3081,Opened,Ignored,37,5,1,Stocks,Medium,Travel,Retirement,25,Email,Low,Credit Card
637,Allie Louisot,48,Female,alouisotho@sogou.com,Widowed,3,Student,30611,Marketing Manager,PhD,Owner,826,116825,371319,WF,3,8,Good,Stocks,Groceries,7658,1870,Opened,Clicked,0,6,6,Real Estate,High,Travel,Retirement,69,Email,Medium,Credit Card
638,Annelise Cobbe,53,Female,acobbehp@cdbaby.com,Widowed,2,Employed,141070,Software Engineer,Bachelor,Owner,754,955508,408181,Community Bank,3,10,Bad,Stocks,Dining,4158,4036,Clicked,Opened,44,6,4,Crypto,Medium,Travel,Retirement,78,WhatsApp,Low,Loan
639,Thornton Arrundale,38,Male,tarrundalehq@php.net,Single,2,Student,200700,Sales Associate,Master,Renter,590,1754461,426990,National Bank,1,8,Good,None,Luxury,16920,1544,Opened,Opened,49,17,3,Mutual Funds,High,Travel,Education,25,SMS,Medium,Loan
640,Jayson Byforth,36,Male,jbyforthhr@ox.ac.uk,Divorced,1,Unemployed,293803,Software Engineer,Bachelor,Renter,437,1821754,237411,First Bank,3,7,No history,Real Estate,Groceries,13127,599,Ignored,Clicked,2,2,9,Mutual Funds,Medium,Wedding,Education,38,WhatsApp,Medium,Insurance
641,Darrell Ganniclifft,51,Male,dgannicliffths@com.com,Widowed,2,Retired,345751,Graphic Designer,Bachelor,Renter,767,483984,412149,City Bank,2,4,Good,Stocks,Travel,10000,2185,Ignored,Opened,47,5,6,Mutual Funds,Low,Wedding,Property,58,Email,Low,Insurance
642,Keefe Pettyfer,48,Male,kpettyferht@ft.com,Married,5,Self-employed,395149,Graphic Designer,Bachelor,Renter,850,12466,316296,First Bank,1,5,Bad,Bonds,Groceries,15261,4862,Ignored,Clicked,19,19,6,Crypto,High,Travel,Retirement,95,SMS,High,Insurance
643,Kalil Oland,32,Male,kolandhu@reference.com,Widowed,0,Student,288084,Software Engineer,PhD,Owner,725,125962,337732,First Bank,4,8,Good,Bonds,Travel,5369,2113,Opened,Opened,5,3,1,Stocks,Low,Wedding,Retirement,56,WhatsApp,Medium,Credit Card
644,Chantalle Stileman,27,Female,cstilemanhv@umn.edu,Single,3,Self-employed,484519,Human Resources Specialist,High School,Owner,725,1586650,114984,GS,2,9,No history,None,Luxury,12319,464,Clicked,Ignored,35,6,6,Real Estate,Low,Travel,Education,10,SMS,Low,Loan
645,Claudius Duggleby,44,Male,cdugglebyhw@berkeley.edu,Widowed,5,Unemployed,195963,Graphic Designer,Master,Renter,584,91497,73225,City Bank,3,5,No history,Real Estate,Groceries,5499,2032,Clicked,Ignored,46,20,8,Crypto,High,Travel,Retirement,69,WhatsApp,Medium,Insurance
646,Thomas Barriball,42,Male,tbarriballhx@ebay.co.uk,Married,3,Student,400994,Sales Associate,Master,Renter,756,1410657,446938,Community Bank,3,8,Bad,Real Estate,Dining,3919,4179,Opened,Opened,33,10,8,Mutual Funds,Medium,Gadgets,Property,81,WhatsApp,Medium,Loan
647,Harriette MacAlaster,18,Female,hmacalasterhy@gmpg.org,Divorced,0,Unemployed,138813,Sales Associate,Master,Owner,788,1069347,494430,WF,1,3,Good,Bonds,Dining,14211,557,Ignored,Opened,32,15,10,Crypto,High,Gadgets,Education,16,WhatsApp,Medium,Insurance
648,Emilio Grono,48,Male,egronohz@sakura.ne.jp,Single,3,Student,90780,Software Engineer,High School,Renter,419,972324,349755,Peoples Bank,3,2,Good,None,Travel,19614,4937,Clicked,Ignored,47,20,1,Real Estate,High,Gadgets,Retirement,12,Email,Low,Loan
649,Reggie Baitey,36,Female,rbaiteyi0@irs.gov,Single,3,Retired,373135,Software Engineer,Master,Owner,739,1319847,307527,Peoples Bank,3,10,No history,Stocks,Dining,6520,4099,Ignored,Clicked,3,14,8,Stocks,High,Wedding,Education,50,SMS,Medium,Insurance
650,Jana Jaxon,48,Female,jjaxoni1@myspace.com,Married,3,Retired,273681,Sales Associate,High School,Owner,327,1345405,163429,Community Bank,3,9,Bad,Stocks,Luxury,19639,3732,Ignored,Ignored,1,3,1,Stocks,High,Travel,Property,25,Email,Medium,Insurance
651,Alidia Buckerfield,49,Female,abuckerfieldi2@t-online.de,Married,4,Employed,109583,Graphic Designer,High School,Renter,430,978135,357595,City Bank,1,2,Good,Stocks,Groceries,14038,1322,Opened,Ignored,6,16,10,Crypto,Medium,Gadgets,Retirement,21,Email,Low,Insurance
652,Brady Krzyzanowski,18,Male,bkrzyzanowskii3@xing.com,Widowed,3,Unemployed,172237,Human Resources Specialist,High School,Owner,490,288742,428855,City Bank,3,10,Good,Bonds,Dining,2907,4031,Ignored,Ignored,49,3,0,Real Estate,High,Gadgets,Retirement,14,Email,High,Insurance
653,Murray Huot,31,Male,mhuoti4@gov.uk,Widowed,4,Student,271109,Graphic Designer,High School,Owner,628,1092337,49645,Community Bank,1,5,Bad,Crypto,Groceries,3297,58,Opened,Clicked,32,12,3,Stocks,Low,Wedding,Retirement,88,SMS,Medium,Loan
654,Barnard Groombridge,20,Male,bgroombridgei5@cnn.com,Single,4,Employed,74769,Marketing Manager,PhD,Owner,492,1004638,224602,BNY,3,3,Bad,Bonds,Travel,9465,674,Opened,Clicked,45,9,7,Real Estate,Low,Travel,Education,59,WhatsApp,Medium,Credit Card
655,Alwyn Perell,19,Male,aperelli6@abc.net.au,Married,2,Self-employed,279948,Marketing Manager,PhD,Renter,786,85427,220554,National Bank,5,3,No history,Bonds,Luxury,1796,1974,Ignored,Ignored,3,10,7,Crypto,Medium,Wedding,Education,64,Email,Low,Credit Card
656,Randi Popworth,26,Male,rpopworthi7@histats.com,Single,3,Self-employed,355618,Graphic Designer,PhD,Owner,625,1640387,343989,City Bank,5,8,Good,Stocks,Dining,16530,1619,Ignored,Opened,8,15,0,Mutual Funds,High,Gadgets,Education,6,Email,Medium,Credit Card
657,Pattie Wayland,37,Female,pwaylandi8@reverbnation.com,Widowed,5,Unemployed,309305,Sales Associate,Bachelor,Owner,658,447960,486669,WF,2,4,Good,Bonds,Travel,1216,2378,Opened,Opened,7,16,0,Mutual Funds,High,Gadgets,Retirement,73,SMS,Medium,Insurance
658,Cordy Berrie,31,Male,cberriei9@dailymotion.com,Divorced,1,Self-employed,32021,Marketing Manager,High School,Owner,719,884064,460584,First Bank,5,1,Bad,Stocks,Dining,16014,4521,Clicked,Clicked,0,17,6,Mutual Funds,Medium,Travel,Education,34,Email,High,Insurance
659,Layton Madill,33,Male,lmadillia@biblegateway.com,Widowed,0,Unemployed,74194,Graphic Designer,Master,Renter,327,418013,358459,Peoples Bank,5,10,No history,Bonds,Travel,16394,1658,Ignored,Opened,13,12,7,Crypto,High,Wedding,Property,26,WhatsApp,Low,Credit Card
660,Violante Davisson,55,Female,vdavissonib@fc2.com,Divorced,4,Retired,130492,Graphic Designer,PhD,Owner,615,177113,279693,First Bank,4,4,No history,None,Groceries,17774,2430,Ignored,Opened,46,17,6,Real Estate,Medium,Gadgets,Property,53,WhatsApp,High,Credit Card
661,Rube MacGeaney,29,Male,rmacgeaneyic@kickstarter.com,Married,5,Self-employed,460344,Human Resources Specialist,PhD,Renter,505,557098,244046,City Bank,4,1,No history,Real Estate,Travel,19788,4397,Clicked,Clicked,35,19,3,Mutual Funds,High,Wedding,Property,96,Email,Low,Insurance
662,Domenico Delgadillo,48,Male,ddelgadilloid@thetimes.co.uk,Widowed,3,Student,472476,Sales Associate,Master,Owner,744,1899124,116269,Community Bank,1,8,Good,Bonds,Travel,16026,2132,Ignored,Ignored,33,0,9,Crypto,Low,Gadgets,Property,40,Email,Medium,Insurance
663,Devin Weatherhill,19,Male,dweatherhillie@ameblo.jp,Divorced,3,Student,289277,Marketing Manager,PhD,Owner,462,1431417,247228,National Bank,4,1,Bad,Crypto,Travel,17885,695,Clicked,Opened,11,12,3,Stocks,High,Wedding,Property,70,WhatsApp,Low,Credit Card
664,Mona Firks,27,Female,mfirksif@pen.io,Widowed,3,Retired,178134,Human Resources Specialist,PhD,Renter,567,526980,228012,BNY,1,2,Bad,Bonds,Luxury,3583,1169,Clicked,Ignored,24,7,6,Real Estate,Low,Wedding,Retirement,19,SMS,High,Loan
665,Maryjo Breinlein,51,Female,mbreinleinig@shareasale.com,Divorced,3,Self-employed,445075,Human Resources Specialist,High School,Owner,775,690325,443004,BNY,2,10,Good,Real Estate,Groceries,17397,4995,Clicked,Clicked,26,20,4,Mutual Funds,Low,Wedding,Education,75,SMS,Low,Loan
666,Farleigh Swindells,39,Male,fswindellsih@sogou.com,Widowed,1,Self-employed,254172,Human Resources Specialist,Master,Owner,486,54237,257715,First Bank,4,5,No history,Crypto,Groceries,15363,2829,Ignored,Opened,42,2,3,Stocks,Medium,Travel,Property,100,Email,High,Loan
667,Rosa McCroary,28,Female,rmccroaryii@businesswire.com,Single,4,Student,103960,Software Engineer,Bachelor,Renter,370,1772391,269718,WF,5,1,No history,Real Estate,Luxury,4648,4845,Ignored,Clicked,43,13,4,Real Estate,High,Travel,Property,44,Email,High,Credit Card
668,Vivien Pickance,20,Female,vpickanceij@huffingtonpost.com,Widowed,3,Student,38244,Graphic Designer,Bachelor,Renter,401,294143,302419,National Bank,3,10,Bad,Real Estate,Groceries,11874,4525,Ignored,Opened,17,6,3,Mutual Funds,Low,Gadgets,Retirement,24,WhatsApp,Medium,Insurance
669,Mina Vail,19,Female,mvailik@pen.io,Widowed,1,Student,198276,Human Resources Specialist,High School,Owner,621,343280,19478,Peoples Bank,5,10,Bad,None,Luxury,5935,4172,Clicked,Clicked,40,12,8,Crypto,Medium,Gadgets,Retirement,100,SMS,Medium,Loan
670,Yale Spyvye,24,Male,yspyvyeil@hugedomains.com,Married,4,Self-employed,129358,Sales Associate,Master,Owner,521,1447497,253769,Peoples Bank,2,0,No history,Bonds,Dining,15963,4761,Opened,Ignored,11,1,6,Crypto,High,Gadgets,Education,65,Email,High,Loan
671,Stewart Issacoff,51,Male,sissacoffim@engadget.com,Divorced,2,Student,287642,Software Engineer,Bachelor,Renter,430,330653,468628,Community Bank,4,7,Bad,Stocks,Travel,17398,1399,Clicked,Opened,7,20,3,Real Estate,Low,Travel,Education,6,Email,Low,Insurance
672,Etan Stanman,54,Male,estanmanin@typepad.com,Widowed,5,Self-employed,49674,Marketing Manager,Bachelor,Renter,613,168778,107219,GS,3,2,Bad,Crypto,Travel,14702,4845,Clicked,Clicked,26,15,7,Stocks,Medium,Gadgets,Property,49,SMS,Medium,Insurance
673,Erroll Van Der Straaten,48,Male,evanio@google.ru,Single,5,Student,411482,Graphic Designer,High School,Owner,537,214078,114401,Peoples Bank,4,9,No history,Crypto,Dining,10543,3849,Clicked,Ignored,7,8,10,Real Estate,Medium,Travel,Retirement,15,Email,Low,Insurance
674,Wynnie Durran,29,Female,wdurranip@mozilla.org,Single,5,Employed,37034,Sales Associate,High School,Owner,736,945223,463211,GS,1,6,Bad,Stocks,Luxury,15095,2283,Clicked,Ignored,35,16,7,Real Estate,Low,Wedding,Education,29,Email,Low,Insurance
675,Pablo Djakovic,39,Male,pdjakoviciq@tinyurl.com,Single,5,Unemployed,320134,Marketing Manager,Bachelor,Renter,760,1842899,287486,BNY,4,0,Bad,Crypto,Groceries,15301,4901,Clicked,Opened,12,1,0,Real Estate,Medium,Gadgets,Education,96,Email,Medium,Credit Card
676,Kaja Stapels,43,Female,kstapelsir@microsoft.com,Widowed,3,Self-employed,42549,Software Engineer,Master,Owner,489,302548,447496,GS,1,9,Good,Real Estate,Travel,19000,3555,Opened,Clicked,21,4,1,Stocks,Low,Wedding,Retirement,90,SMS,Medium,Loan
677,Cristian Gaiger,43,Male,cgaigeris@columbia.edu,Married,3,Retired,45237,Sales Associate,PhD,Renter,664,1882478,7276,National Bank,1,0,No history,Crypto,Dining,4352,1266,Clicked,Clicked,29,14,1,Stocks,High,Wedding,Retirement,94,SMS,Low,Credit Card
678,Violante Swinn,51,Female,vswinnit@bigcartel.com,Widowed,1,Self-employed,223863,Sales Associate,PhD,Owner,493,660857,438204,BNY,1,10,Bad,None,Luxury,5795,1577,Opened,Ignored,21,12,2,Real Estate,High,Wedding,Property,49,Email,High,Insurance
679,Sigismondo Colliss,20,Male,scollissiu@samsung.com,Divorced,5,Unemployed,341570,Graphic Designer,High School,Renter,398,1904883,70673,WF,2,1,Bad,None,Groceries,9554,1738,Ignored,Opened,16,12,3,Mutual Funds,Medium,Travel,Property,16,WhatsApp,Medium,Loan
680,Teri Annis,33,Female,tannisiv@yale.edu,Divorced,1,Student,208773,Human Resources Specialist,High School,Renter,581,1366597,338477,Peoples Bank,4,6,Bad,None,Travel,10581,4362,Opened,Opened,31,0,5,Crypto,Medium,Travel,Retirement,97,SMS,High,Insurance
681,Bridgette Croan,36,Female,bcroaniw@simplemachines.org,Single,4,Employed,465130,Graphic Designer,Bachelor,Owner,340,1585427,294771,BNY,3,7,No history,None,Travel,19722,981,Ignored,Ignored,29,12,8,Stocks,High,Gadgets,Retirement,59,SMS,Low,Insurance
682,Sasha Conroy,49,Female,sconroyix@gnu.org,Married,3,Unemployed,378789,Sales Associate,Bachelor,Renter,632,1192498,308745,WF,1,2,Bad,Bonds,Luxury,10077,186,Clicked,Ignored,27,19,7,Crypto,Medium,Gadgets,Education,29,WhatsApp,High,Loan
683,Zach Rappaport,24,Male,zrappaportiy@illinois.edu,Divorced,4,Retired,75653,Sales Associate,PhD,Renter,722,793621,284715,First Bank,4,8,No history,Crypto,Groceries,11898,909,Ignored,Opened,44,11,10,Stocks,Medium,Travel,Retirement,61,SMS,Medium,Credit Card
684,Lemmy Beedom,46,Male,lbeedomiz@elpais.com,Widowed,1,Employed,174459,Sales Associate,Master,Renter,706,1258067,71500,WF,1,8,No history,Stocks,Travel,19849,236,Clicked,Ignored,12,1,6,Mutual Funds,Medium,Travel,Education,36,WhatsApp,Low,Insurance
685,Quintus Shippey,29,Male,qshippeyj0@mtv.com,Divorced,5,Employed,137802,Sales Associate,PhD,Owner,489,606356,448921,Community Bank,4,0,No history,Crypto,Luxury,12157,3587,Opened,Clicked,17,3,6,Mutual Funds,High,Travel,Retirement,46,Email,High,Loan
686,Doe Tacker,31,Female,dtackerj1@hostgator.com,Divorced,2,Employed,287446,Software Engineer,High School,Owner,442,1419271,65548,GS,1,3,Good,Real Estate,Travel,7738,3621,Clicked,Clicked,27,13,3,Crypto,Low,Travel,Property,34,Email,Low,Credit Card
687,Dawn Hulme,22,Female,dhulmej2@vimeo.com,Widowed,1,Unemployed,72778,Software Engineer,High School,Renter,670,322068,158667,Community Bank,1,4,Bad,Real Estate,Luxury,10430,1274,Opened,Clicked,39,9,4,Crypto,Low,Travel,Property,97,Email,High,Insurance
688,Wang Ferry,30,Male,wferryj3@1und1.de,Divorced,4,Employed,281546,Graphic Designer,Bachelor,Renter,494,651953,254438,BNY,5,2,No history,Real Estate,Travel,7049,2299,Opened,Clicked,47,18,2,Crypto,Medium,Wedding,Retirement,47,WhatsApp,High,Credit Card
689,Lucie Clutton,28,Female,lcluttonj4@simplemachines.org,Married,1,Unemployed,329757,Human Resources Specialist,Master,Owner,810,443648,404692,National Bank,5,0,Bad,Crypto,Dining,9956,1652,Opened,Opened,46,19,4,Crypto,Low,Gadgets,Education,3,SMS,Low,Credit Card
690,Vilhelmina Ottosen,39,Female,vottosenj5@google.com.au,Divorced,4,Unemployed,429645,Marketing Manager,High School,Renter,503,831859,414323,WF,2,6,Good,Real Estate,Luxury,14226,1341,Ignored,Clicked,46,11,2,Mutual Funds,High,Travel,Property,81,WhatsApp,Medium,Loan
691,Galvan Mulbry,29,Male,gmulbryj6@cargocollective.com,Divorced,3,Self-employed,448214,Software Engineer,High School,Renter,378,1669770,474261,WF,5,7,Good,Bonds,Travel,17421,3705,Opened,Opened,33,9,4,Crypto,Low,Gadgets,Property,15,Email,Medium,Insurance
692,Willyt Danser,26,Female,wdanserj7@yellowpages.com,Single,5,Self-employed,350216,Sales Associate,Master,Renter,373,1468867,111196,City Bank,1,8,Good,Bonds,Dining,14876,3553,Clicked,Opened,49,1,6,Real Estate,High,Gadgets,Retirement,75,WhatsApp,Medium,Insurance
693,Beauregard Tynemouth,36,Male,btynemouthj8@nbcnews.com,Widowed,4,Unemployed,71721,Marketing Manager,Bachelor,Renter,711,1009528,31114,City Bank,4,6,Bad,Real Estate,Luxury,6013,2071,Clicked,Clicked,28,15,6,Real Estate,High,Wedding,Retirement,100,SMS,Medium,Insurance
694,Madella Cammocke,18,Female,mcammockej9@weather.com,Widowed,2,Retired,302806,Graphic Designer,PhD,Renter,822,1782456,375170,National Bank,1,7,Bad,None,Groceries,5238,4905,Ignored,Ignored,40,6,4,Stocks,Medium,Travel,Property,28,Email,Medium,Credit Card
695,Helyn Gierke,55,Female,hgierkeja@cyberchimps.com,Married,5,Unemployed,363330,Human Resources Specialist,Bachelor,Owner,364,144218,275447,Community Bank,3,4,Bad,None,Groceries,13150,3478,Opened,Opened,10,3,1,Crypto,Medium,Wedding,Property,67,WhatsApp,Low,Insurance
696,Barton Jakubowski,36,Male,bjakubowskijb@independent.co.uk,Married,1,Retired,301899,Human Resources Specialist,Master,Owner,751,595664,254544,First Bank,1,6,Bad,None,Luxury,17977,2327,Clicked,Opened,36,18,7,Stocks,High,Gadgets,Education,84,Email,High,Loan
697,Leonhard Grinsted,19,Male,lgrinstedjc@cargocollective.com,Widowed,2,Self-employed,490250,Software Engineer,Bachelor,Renter,826,1334429,67859,BNY,4,2,No history,Bonds,Groceries,12464,279,Ignored,Ignored,26,15,9,Stocks,Low,Gadgets,Education,30,WhatsApp,Low,Credit Card
698,Grantham Baudet,33,Male,gbaudetjd@last.fm,Single,0,Retired,339368,Human Resources Specialist,Bachelor,Renter,811,819155,280446,National Bank,1,1,Bad,Bonds,Travel,18022,3614,Opened,Ignored,13,17,3,Real Estate,High,Travel,Retirement,89,WhatsApp,Medium,Credit Card
699,Marti Handrek,29,Female,mhandrekje@alibaba.com,Single,4,Retired,54568,Software Engineer,High School,Owner,609,216002,107137,National Bank,4,7,Good,Stocks,Groceries,3879,69,Opened,Clicked,15,0,9,Stocks,Low,Gadgets,Retirement,97,SMS,Low,Loan
700,Gladi Drynan,23,Female,gdrynanjf@elegantthemes.com,Single,3,Employed,102434,Software Engineer,High School,Renter,366,1650824,44701,BNY,3,5,No history,Stocks,Luxury,11734,3409,Opened,Clicked,47,3,8,Crypto,High,Wedding,Education,71,SMS,Low,Insurance
701,Ilaire Martinat,49,Male,imartinatjg@senate.gov,Divorced,2,Retired,312764,Software Engineer,PhD,Owner,751,1223899,216596,BNY,5,3,Bad,Real Estate,Travel,17558,4694,Ignored,Clicked,45,9,2,Stocks,High,Travel,Education,67,SMS,High,Loan
702,Waverly Kohen,18,Male,wkohenjh@globo.com,Divorced,5,Unemployed,44953,Human Resources Specialist,Bachelor,Renter,369,1015391,404448,First Bank,2,1,No history,Real Estate,Dining,11027,4035,Ignored,Ignored,49,12,0,Real Estate,Medium,Travel,Retirement,90,WhatsApp,Low,Insurance
703,Goldia Alfonzo,23,Female,galfonzoji@acquirethisname.com,Single,1,Self-employed,490570,Software Engineer,Master,Owner,739,24504,250216,City Bank,1,9,Good,Real Estate,Dining,6765,2589,Ignored,Clicked,40,12,10,Real Estate,Low,Wedding,Education,65,WhatsApp,High,Credit Card
704,Daphne Byrd,49,Female,dbyrdjj@reuters.com,Divorced,3,Self-employed,54110,Human Resources Specialist,Master,Renter,383,1232782,472636,Community Bank,4,5,No history,Real Estate,Dining,2540,4947,Ignored,Opened,30,10,2,Mutual Funds,Low,Gadgets,Property,5,SMS,Medium,Insurance
705,Faina Motten,20,Female,fmottenjk@disqus.com,Divorced,5,Student,228170,Human Resources Specialist,High School,Owner,692,1588263,46910,City Bank,2,8,Good,None,Dining,5397,127,Ignored,Clicked,28,8,7,Real Estate,High,Wedding,Retirement,76,Email,Medium,Insurance
706,Krisha Kobieriecki,43,Male,kkobierieckijl@themeforest.net,Widowed,1,Retired,487564,Software Engineer,High School,Renter,642,1132357,471290,BNY,4,8,Bad,Crypto,Dining,9594,2336,Ignored,Ignored,13,15,9,Mutual Funds,High,Travel,Education,82,WhatsApp,High,Loan
707,Matthieu Guion,55,Male,mguionjm@skype.com,Widowed,1,Retired,374828,Sales Associate,Bachelor,Renter,510,251672,311556,National Bank,3,3,Bad,Crypto,Dining,11121,2391,Opened,Clicked,28,5,7,Real Estate,Medium,Travel,Property,85,WhatsApp,Medium,Insurance
708,Brander Watkiss,32,Male,bwatkissjn@netlog.com,Married,4,Retired,73125,Graphic Designer,Bachelor,Owner,477,1589164,429596,City Bank,4,7,Good,None,Travel,10884,1847,Opened,Opened,3,19,5,Stocks,Medium,Wedding,Retirement,44,WhatsApp,Low,Loan
709,Shelby Warmington,46,Male,swarmingtonjo@tiny.cc,Married,2,Retired,242493,Human Resources Specialist,High School,Owner,408,1602659,199647,WF,1,7,Bad,Crypto,Luxury,2645,3538,Clicked,Opened,47,6,2,Mutual Funds,Medium,Wedding,Retirement,22,Email,Low,Credit Card
710,Dasya Chidlow,23,Female,dchidlowjp@msn.com,Single,0,Unemployed,88336,Human Resources Specialist,Master,Owner,659,486714,170905,Community Bank,1,5,Bad,None,Travel,18269,3807,Ignored,Ignored,37,3,10,Stocks,Medium,Travel,Retirement,45,WhatsApp,High,Credit Card
711,Carena Tschursch,35,Female,ctschurschjq@google.de,Divorced,3,Unemployed,183404,Human Resources Specialist,Master,Renter,580,642096,250724,Peoples Bank,2,1,Good,None,Dining,5988,4921,Ignored,Clicked,22,0,7,Real Estate,Medium,Travel,Property,24,Email,High,Credit Card
712,Weylin Brandsen,54,Male,wbrandsenjr@hexun.com,Married,5,Self-employed,495393,Graphic Designer,Bachelor,Owner,306,1682369,193460,Community Bank,5,4,No history,Stocks,Dining,7156,2111,Clicked,Opened,24,16,3,Crypto,Medium,Travel,Property,93,WhatsApp,High,Loan
713,Tomaso Kleine,19,Male,tkleinejs@bizjournals.com,Married,3,Employed,49456,Sales Associate,Master,Renter,394,1660995,215398,WF,5,9,Bad,Bonds,Groceries,13901,1003,Clicked,Opened,38,8,10,Crypto,Low,Wedding,Education,32,WhatsApp,Low,Credit Card
714,Red Brookton,25,Male,rbrooktonjt@jiathis.com,Divorced,5,Self-employed,365299,Graphic Designer,High School,Owner,352,1233697,348324,City Bank,2,10,Good,Real Estate,Luxury,4127,4132,Ignored,Ignored,14,11,7,Stocks,High,Travel,Retirement,86,SMS,High,Insurance
715,Cherilyn Vidgen,52,Female,cvidgenju@paypal.com,Married,2,Employed,75966,Graphic Designer,Bachelor,Renter,451,715187,32714,GS,2,3,Good,Bonds,Travel,8477,339,Clicked,Clicked,48,3,0,Stocks,Low,Gadgets,Education,78,Email,Low,Insurance
716,Toby Sebright,41,Female,tsebrightjv@wsj.com,Widowed,0,Self-employed,180396,Graphic Designer,Bachelor,Owner,394,1510351,447979,WF,4,8,Bad,Real Estate,Dining,17065,3351,Ignored,Ignored,12,0,1,Real Estate,High,Gadgets,Education,68,SMS,Medium,Insurance
